node_type,parent_node,join_type,relation_name,alias,plan_rows,actual_rows,startup_cost,total_cost,plan_width,selectivity,cost_ratio,log_plan_rows,filter,hash_cond,index_cond
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,26.0,26.0,0.56,136.18,25.0,1.0,243.17857142857142,1.414973,none,none,none
Aggregate,Limit,None,None,None,200.0,26.0,0.56,1043.82,25.0,1.0,1863.9642857142853,2.30103,countpayment_id > #,none,none
Merge Join,Aggregate,Inner,None,None,14595.0,656.0,0.56,963.36,21.0,1.0,1720.2857142857142,4.164204,none,none,none
Index Scan,Merge Join,None,customer,c,599.0,27.0,0.28,37.63,17.0,0.041041452552243916,134.39285714285714,2.777427,none,none,none
Index Scan,Merge Join,None,payment,p,14595.0,656.0,0.29,741.8,6.0,1.0,2557.9310344827586,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Limit,ROOT,None,None,None,21.0,0.0,222.46,222.51,25.0,1.0,1.000224759507327,1.322219,none,none,none
Sort,Limit,None,None,None,67.0,0.0,222.46,222.63,25.0,1.0,1.0007641823249123,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,218.15,220.65,25.0,1.0,1.0114600045840019,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1218.0,1184.0,109.79,212.06,19.0,1.0,1.9315056016030603,3.085647,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1218.0,1184.0,103.29,202.3,4.0,1.0,1.958563268467422,3.085647,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,223.0,223.0,100.5,100.5,4.0,0.18308702791461412,1.0,2.348305,none,none,none
Seq Scan,Hash,None,film,f,223.0,223.0,0.0,100.5,4.0,1.0,100.5,2.348305,rating = 'pg-#'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.16420361247947454,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,26.0,26.0,63.26,63.32,85.0,1.0,1.0009484666455897,1.414973,none,none,none
Sort,Limit,None,None,None,49.0,26.0,63.26,63.38,85.0,1.0,1.0018969332911793,1.690196,none,none,none
Nested Loop,Sort,Inner,None,None,49.0,45.0,1.49,61.88,85.0,1.0,41.530201342281885,1.690196,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,58.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'comedy'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.02040816326530612,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,27.0,0.0,221.0,221.07,25.0,1.0,1.0003167420814478,1.431364,none,none,none
Sort,Limit,None,None,None,67.0,0.0,221.0,221.17,25.0,1.0,1.0007692307692306,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,216.58,219.08,25.0,1.0,1.0115430787699695,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1060.0,1143.0,109.42,211.28,19.0,1.0,1.9309084262474867,3.025306,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1060.0,1143.0,102.92,201.94,4.0,1.0,1.9621064904780412,3.025306,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,194.0,194.0,100.5,100.5,4.0,0.1830188679245283,1.0,2.287802,none,none,none
Seq Scan,Hash,None,film,f,194.0,194.0,0.0,100.5,4.0,1.0,100.5,2.287802,rating = 'pg'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.18867924528301888,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,38.0,40.0,62.88,62.97,85.0,1.0,1.0014312977099236,1.579784,none,none,none
Sort,Limit,None,None,None,38.0,40.0,62.88,62.97,85.0,1.0,1.0014312977099236,1.579784,none,none,none
Nested Loop,Sort,Inner,None,None,38.0,40.0,1.49,61.88,85.0,1.0,41.530201342281885,1.579784,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,62.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'drama'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.02631578947368421,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,29.0,21.0,287.62,287.7,95.0,1.0,1.000278144774355,1.462398,none,none,none
Sort,Limit,None,None,None,239.0,21.0,287.62,288.22,95.0,1.0,1.002086085807663,2.378398,none,none,none
Aggregate,Sort,None,None,None,239.0,21.0,271.65,280.62,95.0,1.0,1.03302043070127,2.378398,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,721.0,755.0,62.73,266.24,91.0,1.0,4.24422126574207,2.857935,none,none,none
Hash Join,Nested Loop,Inner,None,None,206.0,210.0,62.44,152.49,91.0,0.2857142857142857,2.442184497117233,2.313867,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,45.0,45.0,61.88,61.88,89.0,0.21844660194174756,1.0,1.653213,none,none,none
Nested Loop,Hash,Inner,None,None,45.0,45.0,1.49,61.88,89.0,1.0,41.530201342281885,1.653213,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%action%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,19.0,0.022222222222222223,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,4.0,0.29,0.51,8.0,0.005547850208044383,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,14.0,14.0,231.92,231.96,95.0,1.0,1.0001724732666437,1.146128,none,none,none
Sort,Limit,None,None,None,142.0,14.0,231.92,232.28,95.0,1.0,1.0015522593997932,2.152288,none,none,none
Aggregate,Sort,None,None,None,142.0,28.0,223.17,228.51,95.0,1.0,1.0239279473047453,2.152288,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,434.0,435.0,62.51,219.92,91.0,1.0,3.5181570948648218,2.63749,none,none,none
Hash Join,Nested Loop,Inner,None,None,124.0,126.0,62.22,151.45,91.0,0.2857142857142857,2.4341047894567662,2.093422,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,27.0,30.0,61.88,61.88,89.0,0.21774193548387097,1.0,1.431364,none,none,none
Nested Loop,Hash,Inner,None,None,27.0,30.0,1.49,61.88,89.0,1.0,41.530201342281885,1.431364,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,69.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%family%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,19.0,0.037037037037037035,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,3.0,0.29,0.51,8.0,0.009216589861751152,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,34.0,34.0,63.36,63.45,85.0,1.0,1.0014204545454546,1.531479,none,none,none
Sort,Limit,None,None,None,52.0,34.0,63.36,63.49,85.0,1.0,1.0020517676767677,1.716003,none,none,none
Nested Loop,Sort,Inner,None,None,52.0,48.0,1.49,61.88,85.0,1.0,41.530201342281885,1.716003,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,56.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'horror'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.019230769230769232,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,34.0,0.0,220.24,220.32,25.0,1.0,1.000363240101707,1.531479,none,none,none
Sort,Limit,None,None,None,67.0,0.0,220.24,220.41,25.0,1.0,1.0007718852161278,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,215.71,218.21,25.0,1.0,1.0115896342311437,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,972.0,976.0,109.22,210.85,19.0,1.0,1.9305072331074895,2.987666,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,972.0,976.0,102.72,201.74,4.0,1.0,1.9639797507788164,2.987666,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,178.0,178.0,100.5,100.5,4.0,0.1831275720164609,1.0,2.25042,none,none,none
Seq Scan,Hash,None,film,f,178.0,178.0,0.0,100.5,4.0,1.0,100.5,2.25042,rating = 'g'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.205761316872428,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,26.0,22.0,250.77,250.83,95.0,1.0,1.0002392630697452,1.414973,none,none,none
Sort,Limit,None,None,None,176.0,22.0,250.77,251.21,95.0,1.0,1.001754595844798,2.245513,none,none,none
Aggregate,Sort,None,None,None,176.0,22.0,239.14,245.75,95.0,1.0,1.027640712553316,2.245513,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,529.0,492.0,62.58,235.17,91.0,1.0,3.7579098753595397,2.723456,none,none,none
Hash Join,Nested Loop,Inner,None,None,151.0,139.0,62.3,151.79,91.0,0.28544423440453687,2.436436597110754,2.178977,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,33.0,32.0,61.88,61.88,89.0,0.2185430463576159,1.0,1.518514,none,none,none
Nested Loop,Hash,Inner,None,None,33.0,32.0,1.49,61.88,89.0,1.0,41.530201342281885,1.518514,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,58.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%comedy%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,19.0,0.030303030303030304,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,4.0,0.29,0.51,8.0,0.007561436672967864,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,12.0,0.0,220.61,220.64,25.0,1.0,1.0001359865826571,1.079181,none,none,none
Sort,Limit,None,None,None,67.0,0.0,220.61,220.78,25.0,1.0,1.0007705906350572,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,216.58,219.08,25.0,1.0,1.0115430787699695,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1060.0,1143.0,109.42,211.28,19.0,1.0,1.9309084262474867,3.025306,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1060.0,1143.0,102.92,201.94,4.0,1.0,1.9621064904780412,3.025306,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,194.0,194.0,100.5,100.5,4.0,0.1830188679245283,1.0,2.287802,none,none,none
Seq Scan,Hash,None,film,f,194.0,194.0,0.0,100.5,4.0,1.0,100.5,2.287802,rating = 'pg'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.18867924528301888,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,20.0,20.0,63.35,63.4,85.0,1.0,1.000789265982636,1.30103,none,none,none
Sort,Limit,None,None,None,55.0,20.0,63.35,63.48,85.0,1.0,1.0020520915548539,1.740363,none,none,none
Nested Loop,Sort,Inner,None,None,55.0,51.0,1.49,61.88,85.0,1.0,41.530201342281885,1.740363,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'action'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.01818181818181818,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,7.0,7.0,61.99,62.0,85.0,1.0,1.0001613163413454,0.845098,none,none,none
Sort,Limit,None,None,None,7.0,7.0,61.99,62.0,85.0,1.0,1.0001613163413454,0.845098,none,none,none
Nested Loop,Sort,Inner,None,None,7.0,7.0,1.49,61.89,85.0,1.0,41.53691275167785,0.845098,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'action'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.14285714285714285,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,15.0,15.0,247.38,247.42,95.0,1.0,1.000161694558978,1.176091,none,none,none
Sort,Limit,None,None,None,171.0,15.0,247.38,247.81,95.0,1.0,1.0017382165090145,2.232996,none,none,none
Aggregate,Sort,None,None,None,171.0,22.0,236.77,243.19,95.0,1.0,1.0271149216539257,2.232996,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,515.0,448.0,62.57,232.91,91.0,1.0,3.7223909221671727,2.711807,none,none,none
Hash Join,Nested Loop,Inner,None,None,147.0,126.0,62.28,151.74,91.0,0.2854368932038835,2.4364161849710984,2.167317,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,32.0,30.0,61.88,61.88,89.0,0.21768707482993196,1.0,1.50515,none,none,none
Nested Loop,Hash,Inner,None,None,32.0,30.0,1.49,61.88,89.0,1.0,41.530201342281885,1.50515,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,58.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%comedy%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,19.0,0.03125,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,4.0,0.29,0.51,8.0,0.007766990291262136,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,42.0,42.0,63.4,63.51,85.0,1.0,1.0017350157728706,1.623249,none,none,none
Sort,Limit,None,None,None,53.0,42.0,63.4,63.53,85.0,1.0,1.00205047318612,1.724276,none,none,none
Nested Loop,Sort,Inner,None,None,53.0,48.0,1.49,61.88,85.0,1.0,41.530201342281885,1.724276,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,58.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'comedy'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.018867924528301886,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,18.0,14.0,62.26,62.3,85.0,1.0,1.0006424670735625,1.255273,none,none,none
Sort,Limit,None,None,None,18.0,14.0,62.26,62.3,85.0,1.0,1.0006424670735625,1.255273,none,none,none
Nested Loop,Sort,Inner,None,None,18.0,14.0,1.49,61.88,85.0,1.0,41.530201342281885,1.255273,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,56.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'horror'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.05555555555555555,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,18.0,18.0,63.1,63.14,85.0,1.0,1.000633914421553,1.255273,none,none,none
Sort,Limit,None,None,None,47.0,18.0,63.1,63.21,85.0,1.0,1.001743264659271,1.672098,none,none,none
Nested Loop,Sort,Inner,None,None,47.0,44.0,1.49,61.88,85.0,1.0,41.530201342281885,1.672098,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,56.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'horror'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.02127659574468085,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,9.0,11.0,62.03,62.05,85.0,1.0,1.0003224246332418,0.954243,none,none,none
Sort,Limit,None,None,None,9.0,11.0,62.03,62.05,85.0,1.0,1.0003224246332418,0.954243,none,none,none
Nested Loop,Sort,Inner,None,None,9.0,11.0,1.49,61.89,85.0,1.0,41.53691275167785,0.954243,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'action'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.1111111111111111,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,33.0,0.0,221.1,221.18,25.0,1.0,1.000361827227499,1.518514,none,none,none
Sort,Limit,None,None,None,67.0,0.0,221.1,221.27,25.0,1.0,1.0007688828584351,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,216.58,219.08,25.0,1.0,1.0115430787699695,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1060.0,1143.0,109.42,211.28,19.0,1.0,1.9309084262474867,3.025306,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1060.0,1143.0,102.92,201.94,4.0,1.0,1.9621064904780412,3.025306,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,194.0,194.0,100.5,100.5,4.0,0.1830188679245283,1.0,2.287802,none,none,none
Seq Scan,Hash,None,film,f,194.0,194.0,0.0,100.5,4.0,1.0,100.5,2.287802,rating = 'pg'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.18867924528301888,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,14.0,0.0,222.27,222.3,25.0,1.0,1.000134970981239,1.146128,none,none,none
Sort,Limit,None,None,None,67.0,0.0,222.27,222.43,25.0,1.0,1.0007198452332748,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,218.15,220.65,25.0,1.0,1.0114600045840019,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1218.0,1184.0,109.79,212.06,19.0,1.0,1.9315056016030603,3.085647,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1218.0,1184.0,103.29,202.3,4.0,1.0,1.958563268467422,3.085647,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,223.0,223.0,100.5,100.5,4.0,0.18308702791461412,1.0,2.348305,none,none,none
Seq Scan,Hash,None,film,f,223.0,223.0,0.0,100.5,4.0,1.0,100.5,2.348305,rating = 'pg-#'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.16420361247947454,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,5.0,4.0,62.03,62.04,85.0,1.0,1.000161212316621,0.69897,none,none,none
Sort,Limit,None,None,None,9.0,4.0,62.03,62.05,85.0,1.0,1.0003224246332418,0.954243,none,none,none
